date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:16:19	791/791	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2024%20Oct%202025%2014:16:19%20GMT	https://www.javierfergo.com/wp-content/plugins/wp-spamshield/js/jscripts.php	./mirror-javierfergo/wp-content/plugins/wp-spamshield/js/jscripts.php	(from https://www.javierfergo.com/)
16:16:20	366/366	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2024%20Oct%202025%2014:16:20%20GMT	http://www.javierfergo.com/wp-content/uploads/2017/01/Sin-ti%cc%81tulo-1.png	./mirror-javierfergo/wp-content/uploads/2017/01/Sin-ti%cc%81tulo-1.19.delayed	(from https://www.javierfergo.com/)
16:16:21	1850/1850	---M--	200	added ('OK')	image/png	etag:%2273a-546d260ff4227%22	https://www.javierfergo.com/wp-content/uploads/2017/01/Sin-ti%cc%81tulo-1.png	./mirror-javierfergo/wp-content/uploads/2017/01/Sin-ti%cc%81tulo-1.png	(from https://www.javierfergo.com/)
16:16:22	3149/3149	---M--	200	added ('OK')	image/jpeg	etag:%22c4d-5de2e1d4211be%22	https://www.javierfergo.com/wp-content/uploads/2022/05/Ukranimals_20-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2022/05/Ukranimals_20-110x65.jpg	(from https://www.javierfergo.com/)
16:16:23	35291/35291	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:23%20GMT	https://www.javierfergo.com/about/	./mirror-javierfergo/about/index.html	(from https://www.javierfergo.com/)
16:16:23	30582/30582	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:23%20GMT	https://www.javierfergo.com/contacto/	./mirror-javierfergo/contacto/index.html	(from https://www.javierfergo.com/)
16:16:23	41329/41329	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:23%20GMT	https://www.javierfergo.com/galleries-archive/	./mirror-javierfergo/galleries-archive/index.html	(from https://www.javierfergo.com/)
16:16:23	46294/46294	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:23%20GMT	https://www.javierfergo.com/tearsheet/	./mirror-javierfergo/tearsheet/index.html	(from https://www.javierfergo.com/)
16:16:24	2692/2692	---M--	200	added ('OK')	image/jpeg	etag:%22a84-5de2e1a99d98a%22	https://www.javierfergo.com/wp-content/uploads/2022/05/Ukranimals_01-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2022/05/Ukranimals_01-110x65.jpg	(from https://www.javierfergo.com/)
16:16:25	3199/3199	---M--	200	added ('OK')	image/jpeg	etag:%22c7f-5de2e1ac2b60e%22	https://www.javierfergo.com/wp-content/uploads/2022/05/Ukranimals_02-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2022/05/Ukranimals_02-110x65.jpg	(from https://www.javierfergo.com/)
16:16:26	31277/31277	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:26%20GMT	https://www.javierfergo.com/gallery/refugee-animals/?image=1076	./mirror-javierfergo/gallery/refugee-animals/indexe427.html	(from https://www.javierfergo.com/)
16:16:26	31277/31277	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:26%20GMT	https://www.javierfergo.com/gallery/refugee-animals/?image=1094	./mirror-javierfergo/gallery/refugee-animals/index4b28.html	(from https://www.javierfergo.com/)
16:16:26	42163/42163	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:26%20GMT	https://www.javierfergo.com/gallery/refugee-animals/	./mirror-javierfergo/gallery/refugee-animals/index.html	(from https://www.javierfergo.com/)
16:16:26	31277/31277	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:26%20GMT	https://www.javierfergo.com/gallery/refugee-animals/?image=1075	./mirror-javierfergo/gallery/refugee-animals/index7a03.html	(from https://www.javierfergo.com/)
16:16:27	3109/3109	---M--	200	added ('OK')	image/jpeg	etag:%22c25-5de2e1ae74b3b%22	https://www.javierfergo.com/wp-content/uploads/2022/05/Ukranimals_03-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2022/05/Ukranimals_03-110x65.jpg	(from https://www.javierfergo.com/)
16:16:28	2482/2482	---M--	200	added ('OK')	image/jpeg	etag:%229b2-5de2e1b2d46cf%22	https://www.javierfergo.com/wp-content/uploads/2022/05/Ukranimals_05-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2022/05/Ukranimals_05-110x65.jpg	(from https://www.javierfergo.com/)
16:16:28	31277/31277	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:28%20GMT	https://www.javierfergo.com/gallery/refugee-animals/?image=1077	./mirror-javierfergo/gallery/refugee-animals/index1539.html	(from https://www.javierfergo.com/)
16:16:29	2429/2429	---M--	200	added ('OK')	image/jpeg	etag:%2297d-5de2e1b539f9f%22	https://www.javierfergo.com/wp-content/uploads/2022/05/Ukranimals_06-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2022/05/Ukranimals_06-110x65.jpg	(from https://www.javierfergo.com/)
16:16:29	31277/31277	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:29%20GMT	https://www.javierfergo.com/gallery/refugee-animals/?image=1079	./mirror-javierfergo/gallery/refugee-animals/index12f0.html	(from https://www.javierfergo.com/)
16:16:30	3579/3579	---M--	200	added ('OK')	image/jpeg	etag:%22dfb-5de2e1b7786bc%22	https://www.javierfergo.com/wp-content/uploads/2022/05/Ukranimals_07-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2022/05/Ukranimals_07-110x65.jpg	(from https://www.javierfergo.com/)
16:16:30	31277/31277	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:30%20GMT	https://www.javierfergo.com/gallery/refugee-animals/?image=1080	./mirror-javierfergo/gallery/refugee-animals/indexbde1.html	(from https://www.javierfergo.com/)
16:16:31	3846/3846	---M--	200	added ('OK')	image/jpeg	etag:%22f06-5de2e1c2f3c64%22	https://www.javierfergo.com/wp-content/uploads/2022/05/Ukranimals_12-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2022/05/Ukranimals_12-110x65.jpg	(from https://www.javierfergo.com/)
16:16:31	31277/31277	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:31%20GMT	https://www.javierfergo.com/gallery/refugee-animals/?image=1081	./mirror-javierfergo/gallery/refugee-animals/index4a2a.html	(from https://www.javierfergo.com/)
16:16:32	3436/3436	---M--	200	added ('OK')	image/jpeg	etag:%22d6c-5de2e1b09fb1f%22	https://www.javierfergo.com/wp-content/uploads/2022/05/Ukranimals_04-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2022/05/Ukranimals_04-110x65.jpg	(from https://www.javierfergo.com/)
16:16:32	31277/31277	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:32%20GMT	https://www.javierfergo.com/gallery/refugee-animals/?image=1086	./mirror-javierfergo/gallery/refugee-animals/index9628.html	(from https://www.javierfergo.com/)
16:16:33	3447/3447	---M--	200	added ('OK')	image/jpeg	etag:%22d77-5de2e1b9c57f6%22	https://www.javierfergo.com/wp-content/uploads/2022/05/Ukranimals_08-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2022/05/Ukranimals_08-110x65.jpg	(from https://www.javierfergo.com/)
16:16:34	31277/31277	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:34%20GMT	https://www.javierfergo.com/gallery/refugee-animals/?image=1078	./mirror-javierfergo/gallery/refugee-animals/index798d.html	(from https://www.javierfergo.com/)
16:16:34	31277/31277	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:34%20GMT	https://www.javierfergo.com/gallery/refugee-animals/?image=1082	./mirror-javierfergo/gallery/refugee-animals/index1841.html	(from https://www.javierfergo.com/)
16:16:34	3208/3208	---M--	200	added ('OK')	image/jpeg	etag:%22c88-5de2e1bbf733e%22	https://www.javierfergo.com/wp-content/uploads/2022/05/Ukranimals_09-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2022/05/Ukranimals_09-110x65.jpg	(from https://www.javierfergo.com/)
16:16:35	2742/2742	---M--	200	added ('OK')	image/jpeg	etag:%22ab6-5de2e1c075eb6%22	https://www.javierfergo.com/wp-content/uploads/2022/05/Ukranimals_11-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2022/05/Ukranimals_11-110x65.jpg	(from https://www.javierfergo.com/)
16:16:35	31277/31277	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:35%20GMT	https://www.javierfergo.com/gallery/refugee-animals/?image=1083	./mirror-javierfergo/gallery/refugee-animals/indexc5d2.html	(from https://www.javierfergo.com/)
16:16:36	31277/31277	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:36%20GMT	https://www.javierfergo.com/gallery/refugee-animals/?image=1085	./mirror-javierfergo/gallery/refugee-animals/indexef4c.html	(from https://www.javierfergo.com/)
16:16:36	3463/3463	---M--	200	added ('OK')	image/jpeg	etag:%22d87-5de2e1be24021%22	https://www.javierfergo.com/wp-content/uploads/2022/05/Ukranimals_10-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2022/05/Ukranimals_10-110x65.jpg	(from https://www.javierfergo.com/)
16:16:37	2941/2941	---M--	200	added ('OK')	image/jpeg	etag:%22b7d-5de2e1c732eee%22	https://www.javierfergo.com/wp-content/uploads/2022/05/Ukranimals_14-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2022/05/Ukranimals_14-110x65.jpg	(from https://www.javierfergo.com/)
16:16:37	31277/31277	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:37%20GMT	https://www.javierfergo.com/gallery/refugee-animals/?image=1084	./mirror-javierfergo/gallery/refugee-animals/index698c.html	(from https://www.javierfergo.com/)
16:16:38	2863/2863	---M--	200	added ('OK')	image/jpeg	etag:%22b2f-5de2e1c97df7b%22	https://www.javierfergo.com/wp-content/uploads/2022/05/Ukranimals_15-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2022/05/Ukranimals_15-110x65.jpg	(from https://www.javierfergo.com/)
16:16:38	31277/31277	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:38%20GMT	https://www.javierfergo.com/gallery/refugee-animals/?image=1088	./mirror-javierfergo/gallery/refugee-animals/index994d.html	(from https://www.javierfergo.com/)
16:16:39	31277/31277	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:39%20GMT	https://www.javierfergo.com/gallery/refugee-animals/?image=1089	./mirror-javierfergo/gallery/refugee-animals/index3b0c.html	(from https://www.javierfergo.com/)
16:16:39	2225/2225	---M--	200	added ('OK')	image/jpeg	etag:%228b1-5be5dc35fa607%22	https://www.javierfergo.com/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_001-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_001-110x65.jpg	(from https://www.javierfergo.com/)
16:16:40	31864/31864	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:40%20GMT	https://www.javierfergo.com/gallery/south-frontier/?image=980	./mirror-javierfergo/gallery/south-frontier/index2b65.html	(from https://www.javierfergo.com/)
16:16:40	72288/72288	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:40%20GMT	https://www.javierfergo.com/gallery/south-frontier/	./mirror-javierfergo/gallery/south-frontier/index.html	(from https://www.javierfergo.com/)
16:16:40	3666/3666	---M--	200	added ('OK')	image/jpeg	etag:%22e52-5be5dc3855e7d%22	https://www.javierfergo.com/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_002-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_002-110x65.jpg	(from https://www.javierfergo.com/)
16:16:41	3365/3365	---M--	200	added ('OK')	image/jpeg	etag:%22d25-5be5dc3a71f4d%22	https://www.javierfergo.com/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_003-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_003-110x65.jpg	(from https://www.javierfergo.com/)
16:16:41	31863/31863	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:41%20GMT	https://www.javierfergo.com/gallery/south-frontier/?image=981	./mirror-javierfergo/gallery/south-frontier/indexbb85.html	(from https://www.javierfergo.com/)
16:16:42	2667/2667	---M--	200	added ('OK')	image/jpeg	etag:%22a6b-5be5dc3c91e9d%22	https://www.javierfergo.com/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_004-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_004-110x65.jpg	(from https://www.javierfergo.com/)
16:16:42	31863/31863	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:42%20GMT	https://www.javierfergo.com/gallery/south-frontier/?image=982	./mirror-javierfergo/gallery/south-frontier/index9e24.html	(from https://www.javierfergo.com/)
16:16:43	2053/2053	---M--	200	added ('OK')	image/jpeg	etag:%22805-5be5dc3e91a4a%22	https://www.javierfergo.com/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_005-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_005-110x65.jpg	(from https://www.javierfergo.com/)
16:16:43	31863/31863	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:43%20GMT	https://www.javierfergo.com/gallery/south-frontier/?image=983	./mirror-javierfergo/gallery/south-frontier/index6134.html	(from https://www.javierfergo.com/)
16:16:44	3224/3224	---M--	200	added ('OK')	image/jpeg	etag:%22c98-5be5dc4092597%22	https://www.javierfergo.com/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_006-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_006-110x65.jpg	(from https://www.javierfergo.com/)
16:16:44	31863/31863	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:44%20GMT	https://www.javierfergo.com/gallery/south-frontier/?image=984	./mirror-javierfergo/gallery/south-frontier/index2add.html	(from https://www.javierfergo.com/)
16:16:45	3581/3581	---M--	200	added ('OK')	image/jpeg	etag:%22dfd-5be5dc42dc4cb%22	https://www.javierfergo.com/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_007-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_007-110x65.jpg	(from https://www.javierfergo.com/)
16:16:45	31863/31863	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:45%20GMT	https://www.javierfergo.com/gallery/south-frontier/?image=985	./mirror-javierfergo/gallery/south-frontier/index129e.html	(from https://www.javierfergo.com/)
16:16:46	31863/31863	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:46%20GMT	https://www.javierfergo.com/gallery/south-frontier/?image=986	./mirror-javierfergo/gallery/south-frontier/indexb2cd.html	(from https://www.javierfergo.com/)
16:16:46	2490/2490	---M--	200	added ('OK')	image/jpeg	etag:%229ba-5be5dc44ed9ba%22	https://www.javierfergo.com/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_008-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_008-110x65.jpg	(from https://www.javierfergo.com/)
16:16:47	3408/3408	---M--	200	added ('OK')	image/jpeg	etag:%22d50-5be5dc473c70e%22	https://www.javierfergo.com/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_009-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_009-110x65.jpg	(from https://www.javierfergo.com/)
16:16:47	31863/31863	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:47%20GMT	https://www.javierfergo.com/gallery/south-frontier/?image=987	./mirror-javierfergo/gallery/south-frontier/indexefea.html	(from https://www.javierfergo.com/)
16:16:48	2344/2344	---M--	200	added ('OK')	image/jpeg	etag:%22928-5be5dc497f8e2%22	https://www.javierfergo.com/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_010-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_010-110x65.jpg	(from https://www.javierfergo.com/)
16:16:48	31863/31863	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:48%20GMT	https://www.javierfergo.com/gallery/south-frontier/?image=988	./mirror-javierfergo/gallery/south-frontier/indexeaf6.html	(from https://www.javierfergo.com/)
16:16:49	1900/1900	---M--	200	added ('OK')	image/jpeg	etag:%2276c-5be5dc4b7872e%22	https://www.javierfergo.com/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_011-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_011-110x65.jpg	(from https://www.javierfergo.com/)
16:16:49	31863/31863	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:49%20GMT	https://www.javierfergo.com/gallery/south-frontier/?image=989	./mirror-javierfergo/gallery/south-frontier/indexcccf.html	(from https://www.javierfergo.com/)
16:16:50	2788/2788	---M--	200	added ('OK')	image/jpeg	etag:%22ae4-5be5dc4e01e08%22	https://www.javierfergo.com/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_012-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_012-110x65.jpg	(from https://www.javierfergo.com/)
16:16:50	31863/31863	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:50%20GMT	https://www.javierfergo.com/gallery/south-frontier/?image=990	./mirror-javierfergo/gallery/south-frontier/index1ec4.html	(from https://www.javierfergo.com/)
16:16:51	2591/2591	---M--	200	added ('OK')	image/jpeg	etag:%22a1f-5be5dc5026b78%22	https://www.javierfergo.com/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_013-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_013-110x65.jpg	(from https://www.javierfergo.com/)
16:16:51	31863/31863	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Oct%202025%2014:16:51%20GMT	https://www.javierfergo.com/gallery/south-frontier/?image=991	./mirror-javierfergo/gallery/south-frontier/index20b3.html	(from https://www.javierfergo.com/)
16:16:52	2359/2359	---M--	200	added ('OK')	image/jpeg	etag:%22937-5be5dc523af48%22	https://www.javierfergo.com/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_014-110x65.jpg	./mirror-javierfergo/wp-content/uploads/2017/07/JFERGO_SOUTHFRONTIER_014-110x65.jpg	(from https://www.javierfergo.com/)
